tweet_text,class
Babatunde Fashola as Lagos State Governor said and I quote  A serious Govt will fix the Power problem in six months .He bec ,1
"  Please beware of the things you buy at this moment. Especially those in Lagos, ilorin and every other places where lootin ",-1
Coalition ( not  Movement) select its leaders...The Guardian reports...Those promoting the coalition ,1
Fresh Video showing the soldiers involved with the  driving to the Lekki toll gate on 20-10 ,0
This message is deep BUT WE ARE STANDING OUR GROUND. The Nigerian youths are changing the narratives HENCEFOH. KIN ,-1
It's too fast to move on let's join hands to win this battle..,1
...while police officers were nowhere in sight to ensure safety &amp; security of lives and properties across the state during th ,1
We must focus now!!!! Whoever is doing giveaway should do it quietly!!!! Be guided now or never!!! Nigerians all over the worl ,1
From today no Nigeria politician will travel  abroad for medical treatment. - - - Nnamdi Kanu,-1
"   Relembre OKE    Beyonc , em seu site.  O nigeriano Oke Obi-Enadhuz, foi morto essa semana pela SARS, Unidade ",0
"  Lewis Hamilton is with us, so why are we relaxing?? Let s push hard and fight to  ",0
Recent Events In Nigeria Are A Human Rights Crisis   Hamilton,-1
"  Everyone has their reason for supporting  my reason is simply, End SARS, End Police Brutality. Our leaders should tak ",1
because people deserve to sleep in peace.,1
"  Nigerians online, if you are awake knowing SARS is still on the road, you have one job and that's to retweet. ",0
"  In Nigeria, politicians paid hoodlums to disrupt the peaceful protest in order to make the protesters look bad. Police watch ",-1
I think we have to agree that  does not mean end  We will still see the police on our streets but we m ,1
Army shooting at Youths in Warri for defying the Curfew impose by the Governor Okowa.A new Low ,-1
No President is emerging from either of APC and PDP in 2023. Hope I'm communicating??,-1
this is not a trend that dies out rt to raise awareness.,-1
Rt this aggressively... It need to go viral. One Voice ,-1
H.E.R.'s background musicians wore   shirts on SNL.,0
"  It s a good day to Retweet everything  some Nigerians are still protesting abroad. Give them support online, boost th ",1
"  Don't say Happy Sunday just say Let's make it trend, forget Jagaban and the rest of our selfish leaders. https ",-1
The  movement is a wholesale rejection of the barrage of needless frustrations and degradations that define the ,-1
Czech Police arrest man over attempt to disrupt  protest,-1
This current discovery of warehouses where covid palliatives are stored and looted by hoodlums is another issue to ,-1
Lewis Hamilton   muito comprometido com a causa negra.Mesmo com a F1 tentando impedir seusprotestos contra o racismo ,0
"  Cc   : hooDluMs hiJaCkEd tHe pRoTesTs  It is Govt's responsibility to keep Peaceful Protesters safe, ",1
but to prosecute the SARS officers &amp; the military men who opened fire on 20/10/20 is taking a lifetime. i m appalled,-1
Seeing how people in the diaspora are not relenting gives me extra fire! So motivated!,1
"  The great thing about  is that no matter what government does to clamp down on protests here, we have an entire ar ",-1
This is too terrible. When will Africa stop bleeding?,-1
they are already cleaning up lekki toll gate without proper police investigation,-1
Who trains the police? It seems they: 1. Didn t understand the term  buffer 2. Were reluctant to take suggestions of pea ,-1
They can t extinguish the fire,-1
This is creative,1
outro domingo: outro posicionamento importante de hamiltonagora pelo fim da brutalidade policial na nig ria  https ,0
Warri starts another wave of the  protest  is the way forward,1
"  This movement is so strong outside Nigeria. While Nigerian Govt is murdering Nigerians, trying to silence them,  move ",-1
"  Former Manchester United footballer, Patrice Evra  lends his voice to the  movement ",1
Pastor Tunde Bakare and some individuals that were part of  did not aid Buhari to power.The diff btw,-1
"  For Nigerians in Nigeria who are feeling helpless and tired at this moment, remember that those of us outside the country are ",-1
I want to move on from the protests and the unrest. But this is someone s brother !,1
protests: Govt will do everything possible to meet demands   Wase,1
Mr  this is how difficult Retweeting have become.......please retweet until he sees it.  https: ,-1
This is definitely for sanwo-luOLAMIDE,0
Lewis Hamilton doing what our own super eagles can't do.,1
It is not over !! ,0
"  From today, I want to beg everybody here. If you ever see anyone being held by SARS/SWAT, please, stop and make sure they do ",-1
They were openly paradedTheir face was not hiddenThis individuals be prosecuted lawfully not dehumanized,-1
This is Lorraine Birabil A Texas State Rep in Dalla ,0
"  Guys, if you're an LEKKI TOLL GATE when the massacre happened, don't tell anyone about it... These people are desperately ",-1
The time is RIGHT!The time is NOW!Don t give up.We move,1
"   Cross River governor orders house to house search for looted items, arrest of looters ",-1
Are you simply talking about  protests? If you knew how much debt Nigeria has accumulated in the last 5 years &amp; how ,-1
This is why your governor hid those palliatives  to resell them to you!,-1
Weyrey full this country,-1
It s a bit annoying that the international community is currently doing more about  than Nigerians in Nigeria. All w ,-1
"  No matter how many lies are told, or how many times they are repeated we will respond with the truth. The  protes ",-1
Just letting you know that SARS are back on the street with full force. All the efforts and sacrifices these past weeks ca ,-1
Why are we watching mother Nigeria  bleed? Why is she going through this pain?Together we can help restore her peace and put ,-1
How does Nigeria s Commander-in-Chief sleep?,0
"  Everytime I see a phone, I always remember Congo!   ",1
No responsible government will keep palliatives meant for the poor struggling citizens for even a week longer before sharing. ,0
"  rpgistas pelo amor de deus, aproveitem que voc s amam falar da vida dos outros e falem sobre a tag  se informem do qu ",0
The rest of the world is continuing the  fight for us. Love to see it.,1
No one is living in Nigeria. We are merely surviving. We are living dead and they can snuff the breathe out of you and den ,-1
My heart broke when I saw sars officials on the road yesterday on my way back from Ibagwa barracks. Had to let me go easily ,-1
Good morning.Don't forget that 20/10/2020 happened.I need  to please collect the footage from Toll gate cam ,0
"     were NOT behind the DESTRUCTION that happened in LAGOS, they make 25% of the  population and most ",-1
It seems that kannywood artistes who have repeatedly been attacked for being unislamic by many are finding their Islamic l ,-1
"  Goodmorning ladies &amp; gents.If you gon speak in Church today, tell the audience we haven't given up  Tell the ",1
Good morning. Remember:- SARS officer are still harassing people on the streets. - No officers have been charged for all ,-1
"  In all of this nobody has been able to answer this simple question, WHO ORDERED THE LEKKI TOLLGATE KILLINGS?  This people ",-1
Pain through my music,-1
"  Nas  ltimas semanas, a popula  o da Nig ria - especialmente os jovens - tem invadido as ruas para pedir o fim da brutal ",0
The Lekki massacre did happen Don't let them brainwash you into thinking otherwise!,-1
It's like SARS are back.,0
If foreigner can fight for me then what am I waiting for  joorTanks   Lewis Hamilton,1
THIS IS WHAT WE NEED... educate people / educateEach other instead of using US against each other.   RETWEET!,1
the way the world has been in constant turmoil this year is so heartbreaking,-1
An enemy that knows the future can t lose. Keep your plans private.,1
"The protests were lawful. The use of thugs to disperse protesters, and the use of brutal violence against unarmed p  ",-1
"    Where are the SARS and POLICE OFFICERS that took lives, that killed innocent people.Have they been ",-1
"  Today, a family friend who works with a Govt hospital on the mainland confirmed they treated about 35 gun shot patients betw ",-1
"   This is what we talking abt, policing should be service to humanity. But most of them takes it personal and ",1
Empty promises. Police Brutality is still a very big concern. We still have a very long way to go. ,-1
Lewis Hamilton   gigante. A luta do povo preto   di ria e n o seletiva,0
"   protesters must set a timeline, December? January? By which time if the killer cops aren t arrested and their prosecu ",-1
Please everybody there are various upcoming senatorial elections  coming up... please can we start from ,1
A heavily drunk Nigerian police officer was spotted today. The Nigerian youths who found him tried to help him get to ,-1
AFRICAN LIVES MATTER,1
"  A country where these kind of people are allowed to roam the streets freely but unarmed protesters seated on the floor, singin ",-1
"  People are being killed in Africa like flies. This nonsense must stop, call secessionist groups in Cameroon to order. ",-1
"    Recent Events In Nigeria Are A Human Rights Crisis    Formula 1 Star, Lewis Hamilton Condemns Police Brutal ",-1
Justice for the  Movement Fallen Heroes at,1
H.E.R.'s Live Band Musicians Wore  Shirts On SNL.,0
"  SARS almost killed Nigeria's  Starboy, Wizkid wayback in 2010. Imagine!! We would have lost a GOAT  ",-1
"  The people at  are doing the lords work. Over the past few days Arise has shown its self to be a reputable company, ",1
There will be NO rest until y all,-1
Today is a good day to demand that the footage from the CCTV cameras from the  be made public.How do you w ,1
They just shot someone now! God!!!,1
But it s taking you an eternity to find officers who we saw harass and beat people during the  protests .....The ,-1
"   I beg of you please tweet about   you have a large following, please don t ",-1
Dont use  protest photos for memes or jokes please. Let's not do that.,-1
We will not forget.Dont give up,1
"  we are tired of living in fear, we are tired of living as though foreigners in our own country, we are tired of the killings a ",-1
Good morning  We need our PVC s. We need Voter Registration to start WELL IN ADVANCE of 2023. We need the p ,0
Out here with the team to clean up Panseke post protests... as part of our civic duties.,1
Innocent people died. No one was held accountable. SARS was disbanded but they are still moving freely. Nothing works h ,-1
"  Meet a model policeman, CSP Rabiu Garba; DPO Fegge Onitsha, he was showed love by Onitsha people during   protes ",1
"  Let this video reignite your anger, let it spur you on. We started something amazing that we can t stop, we are the generati ",-1
"  Commercial Solicitors | Business Solicitors | Corporate Solicitors | London, Birmingham, Cambridge, Oxford, Leice ",0
"  Never forget the  of 20th of October, 2020 where Nigerian soldiers opened fire on harmless   leading ",-1
Together we will win,1
"  I'm here to remind you that on the 20th of October, officers of the Nigerian army massacred peaceful, protesters at the Lek ",-1
"His excellency Donald Duke,,former Governor of crs engaging youths in calabar on the sidelines of the Endsars prote  ",1
The hausa man is my brother.The hausa woman is my sister.The igbo man is my brother.The igbo woman is my sister.The yorub ,0
Opinion |  protests: Nigeria s useless leaders are trying to crush its people. Africa s leaders are silent. - The W ,-1
So I can now share from WhatsApp story to Facebook story?They just made  enlightenment easier,1
The Hungry Masses have discovered covid food palliative warehouses.What is Remaining is the location of covid Cash palliat ,-1
Amazing,1
shirts on SNL! Yes!!  entire band has them on! You. Love. To. See. It,1
My friend told me yesterday she saw aboki shoes maker she know very well amongst Nigeria military with Ak47 shooting unarmed ,-1
In case you missed it,0
Money will finish!!! Focus!!!!,-1
Hello... I've only got to love you now... You just made a fan... Many have forgotten the fallen hero ,-1
Even here in Ghana  menh. The police are even nicer and they engage us in friendly conversations.The,1
Let them come out and soro some,0
"  Online protesters WAKE UP!!!!. Let's resume work, Reply this tweet with ",1
benin pple no just normal ,-1
Let us drop this again;,0
The situation in Oyigbo is so bad and so critical that my sis just called me now to tell me not to come home yet th ,-1
"   ...to mask the proof, that the promises are in vain, that the leaders make; that the land is still a butchers slab.  - Kola ",-1
"      Protest Was Not Hijacked,It Was Ambushed and AttackedFor Awareness,Retweet Like ",-1
We can t give up now !!!!!!,1
Are you tired? Don't forget it's extremely difficult to remain the same again after an encounter with SARS. Only two ,-1
They use thugs during election to remain in power.They use thugs on protesters to shut everyone up.,-1
At the foundation of all 3 sets of incidents that have caused the violence we have seen in the last few days is governmen ,-1
Hunger in the land,-1
"In the story of the Tower of Babel, despite their intention/agenda, there was unity of purpose and it took God comi  ",1
"  . supporting the  movement on her performance at the SNL, we can t stop now Nigerians . ",1
Africa:    Pope Francis Calls for Prayers for Nigeria,1
is no longer just about police brutality. It s a symbol for everything that s wrong with Nigeria. The corrupt gove ,-1
"Tell me... What do you see?As for me, I see: 3 men, different tribes, and  with one goal (which is to cause chaos)  ",-1
"   So we've been wasting our time asking for good roads, hospitals, education,  electricity,  fro ",-1
Forensic Analysis from  Proves Videos showing  Killing  protesters Are Ge ,-1
"  I wish I was interested in elective office, I already found my cabinet of qualified youths. My ministers of: Finance, ",1
Watching Bola Tinubu speak on the  left me very angry. The whole tragedy is funny to him and the despicable elem ,-1
We are still ending sars right?,0
"  don't say anything, just retweet aggressively and reply with   ",-1
We must remain in character We can t back down now.,1
Niger-Delta Militants Table 11-Point Demand Buhari Must Meet  via,0
F1 Champion x King Lewis Hamilton supported the  this is another reason we can't give up,1
Another undeniable evidence. Who gave the order? You murderers,-1
"I need more contact on my WhatsApp...If you want us to be friends,this is my WhatsApp, number.+2348121784658.A  ",1
They place value on destroyed buildings over human life...Enjoy why it lasts,-1
"  As a journalist, I know one of our core values is to research and get facts right.  your reportage this mor ",1
Looting is not an act of revenge.. YOU ARE A THIEF,-1
Our TIME IN HISTORY,0
Tension as Niger Delta militants roll out 11-point demand,-1
I confess I'm flummoxed as to how  has entered the  of this inquiry. The panel &amp; its ToRs were consti ,-1
"  Never forget that on 10.20.20, the Nigerian Army opened fire on peaceful protesters singing the national anthem and holding ",-1
"  This is Rabiu Garba. He is the DPO at Feggae police station, Onitsha, Anambra State. It takes a lot for a policeman to ve ",0
"  You can't lie your way through as a leader of an entity. If your intentions are not pure, it will manifest and one way or the ",-1
For we who understand Latin,0
GRIDLOCK AS  PROTEST CONTINUES IN RIVERS,-1
Anyone trying to divide the protests with tribalism is doing the government's bidding. Governments worldwide practice ,-1
To all our heroes online and offline fighting for a good governance and for a better tomorrow for everyone. We are say ,1
"  I lay on my hospital bed for two days this week, tired, Uncomfortable, and disturbed, Couldn t eat solid food, legs were s ",-1
"  Our flag shall be a symbolThat truth and justice reignIn peace or battle honour d,And this we count a  ",-1
Sensitization has commenced! We need to woo more people to our side and let them know why we are protesting/ag ,1
Yes we are!,1
"  I want to remind y all young people once again, you made some significant gains in the last 2 weeks. You did not lose. They ",1
"   We inherited a banner without stain, but we have introduced a new colour to our green-white-green: Blood Red.  Pastor Tund ",1
Does it mean that endsars protest is over? People are no more tweeting like beforeWhat's going on,-1
Take Responsibility!!!!,0
"  Then someone said he was planning to share the palliatives on his birthday, I simply cannot can t, my head is spinning from i ",-1
THIS IS SO POWERFUL!!!THANK YOU TO EVERYONE INVOLVED,1
"  Isso   t o grave e triste, em meio s culo 21 e temos que ver pessoas enfrentando tamanhas dificuldades porque o PR PRIO gover ",0
"If you're yet to tweet or retweet any  tweet today, this is your chance. Do it for love. Do it since you're  ",1
The  Protest will continue but must be peaceful but if the government sent their thugs against peaceful protesters ,-1
"  APPARENTLY, UNKNOWN TO YOU, YOU HAVE BEEN BUYING YOUR OWN PALLIATIVES FROM THE STORES ",-1
I can bet that 98% of these 229 suspects are innocent people randomly picked up by security officials.,-1
"We be Nigerians, ojojumo lan de ji riya. The gaint of Africa,is that what we really are??? Fvck the government,fvck  ",-1
The victims of lekki massacre would have stayed at home if only they knew how we moved on so fast  still,-1
"Does he want to go and open an indomie business? Not right. Remember, they are not for sale. ",-1
Good morning y all. Hope we re feeling better today. It s still  and now,1
"  No matter how much you hate or detest certain people in govt., you still need the organs of government in pursuit of justice. ",-1
"  Omo! With the support we are getting from the abroad, we must not stop this  movement o ",1
We need RIGHT BASED POLICING in Nigeria.A policing system that works for citizens rights. The  movement wou ,1
"All this religious leaders keeping mum about the recent happenings, is it that they are not in this country or that  ",-1
"  Good afternoon WHO ORDERED THE SHOOTING OF PEACEFUL PROTESTERS AT LEKKI ON THE 20TH OF OCTOBER, 2020??? ",0
"  Not foreigners pushing the  than we who are directly affected. We can't allow them waste their time and attention, ",-1
Ugwu Anyi your cup is filled up in Enugu Ani Ngwoh U have been killing us since you become governor U kill Citizens of Enu ,-1
"  An on going protest in Missisauga, Canada   ",0
"   Nigerian youths are bruised, we need their forgiveness   Duke   ",-1
"  Seriously, what s the use of the NIGERIAN legislature?",0
Seun Kuti on the  Protest as it Affects the Youth  via,0
The whole truth in one video.The electoral process in Nigeria is already a rigged system and the lie they use to keep us ,-1
"  Our people who aren't directly affected are still keeping the fire burning and we're doing nothing,omo, remember SARS a ",-1
"  GRIDLOCK AS  PROTEST CONTINUES IN RIVERS - Ugama Tv News, Culture, entertainment and sports ",-1
Do not let any giveaway distract you!!! This is a very very important moment of you life!!! It s either you focus or miss it f ,1
Every Nigerian politician must begin the process of bringing back their children studying abroad home. They should come back ,0
"    Please if you are in New York City,  be at this rally! Nigerians all over the world are rising up against the inh ",-1
"  In  scores killed in violence against peaceful  protestsIn Guinea-Conakry, violence g ",-1
"    see our future leaders na, we are not lazy youths our government just won chop alone nor be our faults",1
Who can please tell me what's on Tinubu's ear,0
"  Too many questions begging for answers this period, the rot keeps getting deeper, it s like a bad movie we are all watching, ",-1
"    oi moots, se isso apareceu na sua tml eu gostaria muito que voc s comentassem com as tags abaixo, por favor ",0
"  I am a Nigerian,  my tribe does not matter.  All I want is good governance. I want a country where I won't be afraid,  I ",1
"  Don t look away, world. ",1
"  Hi, have you tweeted about  today?",0
Protect  at all cost.She's a national treasure,1
God bless those soldiers. How I wish they all can be protecting us in the protest like this. Just to make sure no g ,1
movement is heavily networked by needs designated leadership. ,1
Lewis Hamilton lends his voice to the movement,1
The government has said they are willing to sit with reps. Who is representing the follow up before that side too is  h ,1
"  Lagosians, the fight isn t over. People in other states and outside the country are still going hard with protests. We ve seen ",-1
"Nigeria ,  Cameroon ,  Congo ,  Namibia ,  South Africa ,  AFRICA  whats going on???  ",0
Insults and praises are people's opinion. They are not my reality. Please watch full interview on  Wazobia Max by 5pm. ,-1
Formula 1 superstar Lewis Hamilton lends voice to the  movement in Nigeria,1
"   To the citizen of the young generation who're disappointed in the older... We hear you, we share ur pain, we share ur sto ",-1
"Commander in Chief... Did you really think you'd slaughter innocent lives in 2020 and go scot-free, ffs this is no  ",-1
Stop distracting people!!!! Do your giveaway quietly or keep your money!!!! We need more givers!!!! Not more beggars!!!! Let M ,1
Always remember that  protest was not hijacked but disrupted. We had this peaceful protest for days before they int ,-1
"  VIDEO: Nigerians In Warsaw, Poland Join  Protest  WATCH FULL VIDEO: ",0
We haven t seen any SARS officer being persecuted but you are already tired of tweeting and Retweeting  People died ,-1
they ve very quickly started calling the  movement a human rights violation (which it is) but why aren t we callin ,-1
Nigeria politicians were lamenting about the properties destroyed by angry Nigeria youths without saying anything about unar ,-1
Is it possible for those of you who have seen SARS on the road recently to take pictures for proof? This would help rather th ,0
The people of Lokoja found their Palliatives Warehouse ,1
Thanks for the support,1
They have showed that they don t care about usThey Kill us &amp; yet nothing is been done about itNIGERIA Ruler ,-1
No Detty December this Year please.  it is. Organise in Groups. Support Small Businesses. Show random ,1
"  What government should learn from the  movement * Listen to the youth very fast* after protest, curfew leads ",1
The fight is far from over but this is me looking after my mental health,1
"  Why will I give up now, when am almost at the top.  ",1
please what's the update of the Judiciary Panel? If ,0
     Convo Between Sanwolu And BBC Correspondent  Concerning The 20/10/20 Massacre At The Lekki Toll Gate ,0
We Move.  totally,0
Exactly,0
It takes a special kind of evilness to hide food for months while people starve to death. Do this people have conscience a ,-1
"   If we don't push for it,  we are all in trouble. It will reach everybody. So we must ",-1
They gave us the second stanza of the national anthem but they have never listen to it.... we are not the ones who  ,-1
"  Look at the kids, I have seen kids at their age being so free. At this age I bet a lot might be going through their mind. The ",0
"  Falz, Vector and Aisha Yesufu must be among the reps oooooh We can't afford not to win ",1
"  PHOTONEWS: Nigerians In Warsaw, Poland Join  Protest ",0
"  As long as the Police keeps harassing young people, these protests will never end! ",-1
" Never forget that on 10.20.20, the Nigerian Army opened fire on peaceful protesters singing the nation  ",-1
" How much have your people looted.  If your people can loot covid 19 palliatives, stock them in warehous  ",-1
"  Muhammadu Buhari is the commander in chief of the armed forces, asking who gave the order to shoot at protesters singing to ",-1
"  If you re getting tired remember the minister of aviation used $600,000 to make a logo ",-1
"  If you took money from any organization to post WhatsApp BC saying the Lekkimassacre is just a propaganda,no body died and the ",-1
Never forget 20/10/2020  who order Army to kill peaceful protesters? We demand answer and everyone b ,-1
"  One thing that I love most about the  movement is the taking initiative. You see something that needs doing, you ",1
"  Dear fellow Nigerian freedom fighters, this is Lewis Hamilton instagram page, he has been posting about the  movem ",1
Am not for those prophesy thing... but listen to this dude,-1
  Have you heard of  Igbo coup  before?  Protest is typical example of that coup but some mischievous individuals tagg ,-1
"  In this fight for a better Nigeria,tribalism,ethnic,religious and gender divisions should not be tolerated. We are one an ",-1
Period!,0
774 local governments with 774  movement representatives for grassroot reorientation campaigns and citizenship educ ,0
Those Who Were Shot At  Have Questions To Answer. They Could Be Criminals -Tinubu Is this ,-1
All our heroes I felt so pained seeing these and I decided to share it pls lets retweet so people can see and also remind the ,-1
Palliatives found in Lokoja,1
Is there any reason why these people have not commenced registration for voters cardI don't want rush hour o,0
Cruise tor bad,-1
"  Again,   and  you have questions to answer:1 - Who ordered soldiers to Lekki and to ",0
"  Honestly, forget about money first, If you survive the year 2020 you are already a winner. ",1
"  N o sei muito o que falar, pois n o entendi tanto do assunto, mas ele precisa de mais visibilidade urgente... por favor deem ",0
Standing with &amp; praying for the brave young people of Nigeria who are on the front lines of this senseless violence. Your v ,-1
Can t still believe some of this people are gone  Who order the shooting of the peaceful protesters at lekki tol ,0
I would forever cherish this Image. A pure sign of our fiery determination to break free. A sign of bravery and passion ,1
"  The  protest will not stop. Please keep using your hashtags, comment, quote and retweet.",-1
"  People are uneducated, angry and hungry. What a terrible combination. Who is to blame when private stores are raided. ",-1
"  All these killings &amp; GBV happening intensely across different African countries at the same time, is there some form of correl ",-1
JUST IN: Someone who just got recovered Shared a video he took at Lekki Toll plaza of soldiers killing people... Rt for aw ,-1
Dj Switch  shares her horrifying story of armed security officials shooting at herself and other peac ,-1
please don t give up on the  movement. let s do this for the heroes we lost. please!,-1
Sensitization has commenced! We need to woo more people to our side and let them know why we are protesting/agitating.,1
"  Everytime I see a phone, I always remember Congo!    ",0
"  Guys this Lewis Hamilton wearing a t-shirt with  , so I wonder why you will get tired tweeting the hashtag. https: ",-1
"  I planned on putting out a new video today being Sunday, but like I earlier posted on fb:  e be things on these streets . ",0
Rest in peace to the souls we lost in this cause. Retweet,1
"  We ve been conditioned to believe Religion,Politics,Gender,Older people are saviors,we ll all wake up someday and realize it  ",-1
For the people we ve lost We keep going,-1
10/20/15: I spent a week in Chibok interviewing and ministering to the  parents. This mum spent the first ,1
My younger brother did a thing,0
"  Hello 1. Who ordered the shooting of peaceful protesters at lekki on the 20th of October, 2020?2. Ho ",0
"  There is a search for courageous people in Nigeria.People who will sensitize corrupt kings, angry mobs and armed fools ",1
So sad that celebrities say soldiers did not kill people at Lekki.  of peaceful  protesters is real. ,-1
"  Who ordered the shooting of peaceful protesters at Lekki Toll Gate on the 20th of October, 2020? ",0
"  With this new Twitter retweet update, I think all retweet bots would need to be reprogrammed.This is me testing it.2 hash ",0
Effect of all the protest yet: Politicians are doubling their personal guards.,1
The fight has not ended. Sars has not ended. Our bad leaders are still laughing at us. The police will still threat ,-1
Thoe your cousins are the one you introduced to  protest. They are the one that looted govt property. You s ,-1
"    Protest Continues In Germany, London Despite Crackdown On Demonstrators In Nigeria!!! ",1
Trump is the chosen one! The Only president that can destroy China and end the world Crisis! Love from Nigeria,-1
We are the people,0
See why I stan this guy die?  F1 edition.,-1
"  Truth, Equity, Fairness and Justice ",1
"When a stupid government is elected in a democratic country, the best thing about this is that you learn the number  ",-1
WHY ARE THE MILITARY KILLING IN ENUGU CAUSE THE PEOPLE ARE HUNGRY????! Godddddd!,-1
Kwara Govt Announces N500m Support For Looted Businesses,1
The man said in his house oh.... All this!!!  Haba!!,0
"  Since there's a claim that the CCTV cameras were not removed, when are they releasing the camera footage? How long does it ta ",0
Looting is gradually becoming a trend in Nigeria which is bad,-1
Yesterday 24th Oct.   &amp; other Nigerians living in Dallas Texas held a solidarity match &amp; Protests to  a ,1
SARS are back!! Let's keep the   trendingRetweet Aggressively,-1
OPINION BY GEORGE ONMONYA DANIEL: Is  protest a false flag operation to end Nigeria?,0
"  Good morning, SARS officers are still working on the road. Still arresting people and they can arrest you or me tomorrow. ",-1
So when are going to trend   ??? we re turning to a toothless bull dogs ,-1
Naso  hashtag go die? Are we going to let them laugh at us? Why are we distracted,0
Still on the matter,0
"  This picture gives me energy to keep tweeting and speaking out against Bad Governance in Nigeria, looking at all this innoce ",1
"  Commander in Chief, How do you sleep?  ",0
They shared this as palliative during the most trying times in recent history. Kept the rest for 2023 Because they have ,1
"  6 time Formula One Championship winner,  lends his voice to the Nigerians Retweet Aggressively we sh ",1
On Today's Episode of Nigeria YouTube Channel... - Ebiye Loots Benz on credit- New Oba of Lagos attended Church service ,0
Stop distracting us,1
"  Hello 1. Who ordered the shooting of peaceful protesters at lekki on the 20th of October, 2020?2. How long d ",-1
The Twitter account of the EndSars Response Unit is currently down &amp; we are working to get it back up. For all protest ,-1
notice how celebs &amp; others are really quick to say  but not  it s suspicious because end s ,0
URGENT!!! A guy was arrested by soldiers at the checkpoint in vgc around 11:02am today for having  pr ,-1
The people of Lokoja found their Palliatives Warehouse,1
the way the world has been in constant turmoil this year is so heartbreaking,-1
Buhari's regime is creating a Robin Hood in all of us.,1
please can you kindly let the Nigerian government know that an  live video cannot be photoshop  ,-1
"  Hello 1. Who ordered the shooting of peaceful protesters at lekki on the 20th of October,2020?2. How long d ",0
We Move,0
Beneficiaries of a problem will never try to solve such problems. The federal government doesn t have any plans to implemen ,-1
All tribes and nations in Nigeria are demanding freedom from the oppressive government. The long-awaited,1
I hate that people ask who ordered the killing. We have one man who is the Grand Commander of the Nigerian Armed Fo ,1
The first real breakdown of law &amp; order came in Orile when a policeman shot &amp; killed the brother of an NUW member &amp; peo ,-1
"   I must commend everyone of us who stood their ground during the time of protest, the physical protesters and the ",1
What happened at  is clear. An authoritative figure in politics and security in  directed soldiers to shoot ,-1
"   Thank You, Dallas, TX. We are proud of you! ",1
Rest in peace fallen heroes,1
"   protest on going in Houston Texas, people are still protesting all around the world,we can't back out now. ",1
Nigerians in diaspora holding it down for us . It s beautiful to see,1
The Blood of young citizens of our country is crying  . Who asked soldiers of  to shoot at the peace ,-1
Still  though!,0
Please let's keep the hastag  trending!!!!!,1
No amount of guard can stop God's judgement Shaa,-1
" IGP Orders AIGs, CPs To Restore Peace Nationwide ",-1
They have showed that they don t care about usThey Kill us and yet nothing is been done about itOur leaders are so corrupt ,-1
Odi leaders to Obasanjo: You can't preach on peaceful protest -- apologise for massacre | TheCable,-1
"Tinubu Visits Sanwo-Olu, Demands Thorough Probe Of Lekki Shooting   ",-1
"  They said they ve disbanded SARS but we can still hear stories of them roaming about on the street?!??Na lie o, Una mus ",-1
For those wondering what  is about: ,0
"Never forget that on 10.20.20, the Nigerian Army opened fire on peaceful protesters singing the national anthem and  ",-1
"  Dear Nigerians, The Nigerian army killed peaceful  protesters in Lekki and lied about it on 20-10-2020.Never f ",-1
Mr  Today is Sunday and you practice Christianity. Don't say that there were no fatalities at the ,-1
"  You all followed the issues as they unfolded between  protesters and the  . In absolute truth, which of ",0
"   The military, they were there on Nigerian soil, killing Nigerian citizens. The police and SARS came doing the same. Aiming ",-1
When you see  you Retweet. It takes less than 1 sec.,0
"You can see how quickly they want to protest looters, all the policemen and soldiers involved in the massacre, can't be produce.",-1
This two men lying down dead are police men who engage themselves in an argument and one of them shot the other and finally ,-1
What Pastor Tunde Bakare said about,0
Don t Give Up - Alicia Keys tells  Protesters - ,1
gente... esse   o TERCEIRO galp o de suprimentos recebidos por causa da COVID-19 na Nig ria que o governo v m tentando e ,0
"  The worst of the violence happened after the  protesters had gone off the streets and curfews were declared, during ",-1
Was forensics needed for something that was visible to the eyes and audible to the deaf ? Why the psychological stress ?,0
Twitter NG triggered the biggest revolution in Nigeria!,-1
"  Educate yourselves, and then weaponize your brains...Tyrants fears thinkers...",-1
I just check through your timeline and I couldn t find just a single tweet to support the,-1
So Sanwo Olu lied to nigeria on air that there was no casualty during the Lekki toll gate 'massacre' but in the released co ,-1
"  My Nigerian friends, isnt this your constitution?Don't say anything just retweet   ",-1
Do you know that they are desperate to stay in power &amp; continue d stealing? D way we r ready to die is how dey are rea ,-1
"   We demand Full employment for Nigerian Youths, a sound economy and monetary policy, full participation of ",1
Has Buhari  said anything about the wave of looting going on in the country?When will Nigerians learn to blame th ,-1
Nice one,1
The change we want isn't going to come with ease. We have to take it by force,-1
NO BACKING DOWN!,1
Please Let's not forget  I know what the police did to me back in 2015 when I visited Abuja.,1
I'm totally against those causing mayhem in the street of Lagos.But si ,-1
I feel our anthem this period should be MJ's 'They don't care about us' following the way people are trying to disc ,-1
The looting that happened will repeat itself if food inflation keeps rising.You cannot ignore poverty and also make the ,-1
"  Portharcourt, someone has offered to print 3 of these for free. We ll be putting them up on Monday. If you want to hel ",1
Anything that is not food is not palliative... please Nigeria youths don't turn in  hoodlums...  ,1
pls can u have a show with this police officer? Tell him we love and ap ,1
"  I led the national anthem in Dallas at the protest for  yesterday held by so many Nigerians, African Americans, and o ",1
Kukah:  a sanitiser to flush out bad politicians | TheCable,1
